Time,PCG,ECG
1.8415,1055.0,4.811
1.842,1174.0,4.814
1.8425,1252.0,4.815
1.843,1360.0,4.814
1.8435,1430.0,4.813
1.844,1477.0,4.809
1.8445,1524.0,4.803
1.845,1542.0,4.796
1.8455,1588.0,4.788
1.846,1577.0,4.781
1.8465,1535.0,4.772
1.847,1470.0,4.763
1.8475,1394.0,4.755
1.848,1310.0,4.748
1.8485,1223.0,4.742
1.849,1151.0,4.736
1.8495,1060.0,4.732
1.85,939.0,4.73
1.8505,809.0,4.729
1.851,707.0,4.729
1.8515,606.0,4.73
1.852,537.0,4.734
1.8525,534.0,4.739
1.853,513.0,4.743
1.8535,488.0,4.75
1.854,449.0,4.756
1.8545,402.0,4.763
1.855,323.0,4.769
1.8555,217.0,4.777
1.856,139.0,4.784
1.8565,61.0,4.789
1.857,-29.0,4.794
1.8575,-160.0,4.798
1.858,-298.0,4.8
1.8585,-466.0,4.801
1.859,-628.0,4.8
1.8595,-765.0,4.796
1.86,-897.0,4.792
1.8605,-998.0,4.786
1.861,-1079.0,4.779
1.8615,-1194.0,4.771
1.862,-1304.0,4.761
1.8625,-1423.0,4.752
1.863,-1538.0,4.741
1.8635,-1663.0,4.731
1.864,-1801.0,4.722
1.8645,-1913.0,4.714
1.865,-2045.0,4.708
1.8655,-2166.0,4.702
1.866,-2279.0,4.697
1.8665,-2354.0,4.696
1.867,-2414.0,4.696
1.8675,-2444.0,4.697
1.868,-2426.0,4.702
1.8685,-2315.0,4.707
1.869,-2156.0,4.715
1.8695,-2031.0,4.723
1.87,-1888.0,4.733
1.8705,-1853.0,4.744
1.871,-1837.0,4.755
1.8715,-1883.0,4.766
1.872,-1947.0,4.777
1.8725,-2042.0,4.789
1.873,-2099.0,4.799
1.8735,-2152.0,4.808
1.874,-2166.0,4.816
1.8745,-2184.0,4.823
1.875,-2196.0,4.827
1.8755,-2187.0,4.831
1.876,-2149.0,4.831
1.8765,-2097.0,4.83
1.877,-2034.0,4.827
1.8775,-1961.0,4.822
1.878,-1879.0,4.815
1.8785,-1773.0,4.806
1.879,-1687.0,4.797
1.8795,-1568.0,4.787
1.88,-1451.0,4.777
1.8805,-1336.0,4.766
1.881,-1220.0,4.757
1.8815,-1105.0,4.747
1.882,-1031.0,4.739
1.8825,-982.0,4.733
1.883,-991.0,4.727
1.8835,-1001.0,4.723
1.884,-1013.0,4.721
1.8845,-1013.0,4.721
1.885,-994.0,4.723
1.8855,-971.0,4.726
1.886,-949.0,4.729
1.8865,-908.0,4.734
1.887,-867.0,4.74
1.8875,-819.0,4.747
1.888,-737.0,4.753
1.8885,-646.0,4.759
1.889,-522.0,4.766
1.8895,-398.0,4.771
1.89,-269.0,4.774
1.8905,-166.0,4.777
1.891,-55.0,4.779
1.8915,43.0,4.778
1.892,138.0,4.776
1.8925,207.0,4.771
1.893,301.0,4.765
1.8935,371.0,4.757
1.894,460.0,4.746
1.8945,547.0,4.735
1.895,655.0,4.722
1.8955,730.0,4.708
1.896,776.0,4.694
1.8965,809.0,4.68
1.897,833.0,4.666
1.8975,848.0,4.652
1.898,842.0,4.639
1.8985,800.0,4.627
1.899,768.0,4.617
1.8995,739.0,4.609
1.9,703.0,4.601
1.9005,656.0,4.596
1.901,605.0,4.592
1.9015,544.0,4.591
1.902,508.0,4.592
1.9025,488.0,4.594
1.903,500.0,4.596
1.9035,509.0,4.6
1.904,545.0,4.606
1.9045,600.0,4.611
1.905,657.0,4.616
1.9055,707.0,4.622
1.906,754.0,4.628
1.9065,785.0,4.632
1.907,806.0,4.636
1.9075,836.0,4.638
1.908,875.0,4.639
1.9085,917.0,4.639
1.909,907.0,4.637
1.9095,879.0,4.633
1.91,799.0,4.627
1.9105,696.0,4.62
1.911,594.0,4.611
1.9115,510.0,4.602
1.912,446.0,4.59
1.9125,415.0,4.58
1.913,389.0,4.568
1.9135,412.0,4.556
1.914,461.0,4.545
1.9145,508.0,4.533
1.915,555.0,4.525
1.9155,577.0,4.516
1.916,601.0,4.51
1.9165,620.0,4.504
1.917,651.0,4.502
1.9175,704.0,4.5
1.918,775.0,4.502
1.9185,856.0,4.504
1.919,927.0,4.509
1.9195,975.0,4.514
1.92,1017.0,4.522
1.9205,1028.0,4.531
1.921,1030.0,4.54
1.9215,1033.0,4.549
1.922,1033.0,4.559
1.9225,1011.0,4.569
1.923,983.0,4.577
1.9235,943.0,4.585
1.924,897.0,4.592
1.9245,841.0,4.597
1.925,750.0,4.599
1.9255,676.0,4.601
1.926,629.0,4.601
1.9265,643.0,4.597
1.927,677.0,4.593
1.9275,727.0,4.586
1.928,806.0,4.578
1.9285,873.0,4.569
1.929,946.0,4.56
1.9295,1003.0,4.55
1.93,1028.0,4.54
1.9305,1035.0,4.529
1.931,1037.0,4.52
1.9315,1049.0,4.513
1.932,1086.0,4.506
1.9325,1104.0,4.5
1.933,1118.0,4.497
1.9335,1062.0,4.495
1.934,975.0,4.495
1.9345,828.0,4.497
1.935,657.0,4.501
1.9355,475.0,4.506
1.936,291.0,4.513
1.9365,135.0,4.521
1.937,-20.0,4.53
1.9375,-163.0,4.54
1.938,-305.0,4.549
1.9385,-405.0,4.559
1.939,-499.0,4.569
1.9395,-572.0,4.578
1.94,-663.0,4.585
1.9405,-734.0,4.592
1.941,-779.0,4.598
1.9415,-813.0,4.602
1.942,-854.0,4.603
1.9425,-892.0,4.604
1.943,-945.0,4.602
1.9435,-1013.0,4.598
1.944,-1103.0,4.593
1.9445,-1176.0,4.586
1.945,-1242.0,4.578
1.9455,-1297.0,4.568
1.946,-1300.0,4.558
1.9465,-1253.0,4.549
1.947,-1184.0,4.539
1.9475,-1115.0,4.53
1.948,-1032.0,4.521
1.9485,-956.0,4.513
1.949,-869.0,4.507
1.9495,-785.0,4.503
1.95,-694.0,4.5
1.9505,-606.0,4.499
1.951,-498.0,4.5
1.9515,-404.0,4.503
1.952,-281.0,4.508
1.9525,-199.0,4.514
1.953,-142.0,4.521
1.9535,-92.0,4.53
1.954,-69.0,4.539
1.9545,-42.0,4.549
1.955,-4.0,4.56
1.9555,46.0,4.569
1.956,136.0,4.579
1.9565,294.0,4.588
1.957,445.0,4.595
1.9575,568.0,4.6
1.958,656.0,4.605
1.9585,697.0,4.607
1.959,743.0,4.606
1.9595,760.0,4.604
1.96,788.0,4.601
1.9605,773.0,4.594
1.961,725.0,4.587
1.9615,647.0,4.578
1.962,543.0,4.569
1.9625,429.0,4.556
1.963,299.0,4.546
1.9635,150.0,4.535
1.964,8.0,4.525
1.9645,-113.0,4.515
1.965,-241.0,4.506
1.9655,-341.0,4.5
1.966,-420.0,4.495
1.9665,-491.0,4.492
1.967,-554.0,4.489
1.9675,-617.0,4.49
1.968,-663.0,4.492
1.9685,-697.0,4.495
1.969,-722.0,4.501
1.9695,-733.0,4.508
1.97,-723.0,4.515
1.9705,-710.0,4.523
1.971,-705.0,4.533
1.9715,-716.0,4.542
1.972,-744.0,4.552
1.9725,-774.0,4.561
1.973,-800.0,4.57
1.9735,-803.0,4.577
1.974,-799.0,4.584
1.9745,-766.0,4.591
1.975,-744.0,4.595
1.9755,-670.0,4.598
1.976,-577.0,4.6
1.9765,-478.0,4.599
1.977,-354.0,4.597
1.9775,-247.0,4.594
1.978,-132.0,4.589
1.9785,-26.0,4.583
1.979,79.0,4.577
1.9795,173.0,4.569
1.98,250.0,4.562
1.9805,340.0,4.556
1.981,450.0,4.549
1.9815,573.0,4.544
1.982,728.0,4.539
1.9825,902.0,4.537
1.983,1055.0,4.536
1.9835,1163.0,4.536
1.984,1225.0,4.538
1.9845,1256.0,4.541
1.985,1246.0,4.546
1.9855,1204.0,4.553
1.986,1123.0,4.559
1.9865,1023.0,4.569
1.987,897.0,4.578
1.9875,758.0,4.588
1.988,613.0,4.598
1.9885,450.0,4.607
1.989,269.0,4.616
1.9895,106.0,4.625
1.99,-50.0,4.632
1.9905,-192.0,4.639
1.991,-313.0,4.644
1.9915,-415.0,4.647
1.992,-497.0,4.648
1.9925,-549.0,4.648
1.993,-598.0,4.645
1.9935,-620.0,4.643
1.994,-661.0,4.636
1.9945,-704.0,4.631
1.995,-755.0,4.623
1.9955,-799.0,4.615
1.996,-822.0,4.607
1.9965,-830.0,4.598
1.997,-816.0,4.591
1.9975,-768.0,4.583
1.998,-736.0,4.578
1.9985,-674.0,4.572
1.999,-617.0,4.57
1.9995,-528.0,4.567
2.0,-449.0,4.567
2.0005,-402.0,4.569
2.001,-376.0,4.572
2.0015,-356.0,4.577
2.002,-358.0,4.583
2.0025,-359.0,4.59
2.003,-362.0,4.598
2.0035,-352.0,4.608
2.004,-323.0,4.618
2.0045,-289.0,4.628
2.005,-261.0,4.637
2.0055,-269.0,4.648
2.006,-265.0,4.656
2.0065,-256.0,4.664
2.007,-276.0,4.671
2.0075,-276.0,4.677
2.008,-255.0,4.681
2.0085,-227.0,4.683
2.009,-187.0,4.683
2.0095,-188.0,4.682
2.01,-241.0,4.678
2.0105,-353.0,4.672
2.011,-496.0,4.665
2.0115,-652.0,4.658
2.012,-797.0,4.648
2.0125,-920.0,4.637
2.013,-1007.0,4.627
2.0135,-1098.0,4.617
2.014,-1171.0,4.608
2.0145,-1191.0,4.6
2.015,-1251.0,4.593
2.0155,-1252.0,4.588
2.016,-1302.0,4.584
2.0165,-1450.0,4.584
2.017,-1757.0,4.584
2.0175,-2191.0,4.588
2.018,-2475.0,4.593
2.0185,-3562.0,4.601
2.019,-5544.0,4.61
2.0195,-6772.0,4.62
2.02,-7264.0,4.632
2.0205,-6399.0,4.645
2.021,-3899.0,4.657
2.0215,-743.0,4.671
2.022,2363.0,4.685
2.0225,4988.0,4.698
2.023,7025.0,4.71
2.0235,8279.0,4.721
2.024,8569.0,4.73
2.0245,8008.0,4.737
2.025,7027.0,4.743
2.0255,6104.0,4.746
2.026,5175.0,4.747
2.0265,4278.0,4.746
2.027,3575.0,4.743
2.0275,3250.0,4.738
2.028,3282.0,4.73
2.0285,3547.0,4.722
2.029,3740.0,4.711
2.0295,3568.0,4.7
2.03,2901.0,4.689
2.0305,1754.0,4.677
2.031,204.0,4.663
2.0315,-1344.0,4.653
2.032,-2442.0,4.642
2.0325,-2937.0,4.633
2.033,-2976.0,4.626
2.0335,-2818.0,4.62
2.034,-2613.0,4.617
2.0345,-2367.0,4.615
2.035,-1924.0,4.615
2.0355,-1267.0,4.619
2.036,-443.0,4.624
2.0365,452.0,4.631
2.037,1123.0,4.638
2.0375,1493.0,4.649
2.038,1582.0,4.659
2.0385,1447.0,4.672
2.039,1191.0,4.685
2.0395,916.0,4.697
2.04,672.0,4.709
2.0405,530.0,4.72
2.041,513.0,4.732
2.0415,526.0,4.74
2.042,572.0,4.747
2.0425,671.0,4.751
2.043,766.0,4.754
2.0435,787.0,4.753
2.044,740.0,4.751
2.0445,593.0,4.746
2.045,350.0,4.741
2.0455,74.0,4.733
2.046,-222.0,4.723
2.0465,-516.0,4.712
2.047,-839.0,4.702
2.0475,-1110.0,4.692
2.048,-1328.0,4.681
2.0485,-1483.0,4.672
2.049,-1583.0,4.664
2.0495,-1684.0,4.659
2.05,-1742.0,4.656
2.0505,-1719.0,4.654
2.051,-1598.0,4.654
2.0515,-1406.0,4.657
2.052,-1108.0,4.663
2.0525,-733.0,4.671
2.053,-351.0,4.681
2.0535,4.0,4.692
2.054,329.0,4.703
2.0545,603.0,4.716
2.055,847.0,4.731
2.0555,1076.0,4.744
2.056,1316.0,4.758
2.0565,1543.0,4.77
2.057,1744.0,4.782
2.0575,1894.0,4.791
2.058,1967.0,4.799
2.0585,1980.0,4.805
2.059,1902.0,4.808
2.0595,1764.0,4.81
2.06,1574.0,4.807
2.0605,1331.0,4.805
2.061,1094.0,4.798
2.0615,836.0,4.791
2.062,596.0,4.782
2.0625,358.0,4.771
2.063,155.0,4.761
2.0635,-28.0,4.75
2.064,-175.0,4.739
2.0645,-280.0,4.728
2.065,-379.0,4.719
2.0655,-458.0,4.711
2.066,-530.0,4.705
2.0665,-607.0,4.7
2.067,-682.0,4.697
2.0675,-754.0,4.697
2.068,-822.0,4.698
2.0685,-872.0,4.7
2.069,-937.0,4.704
2.0695,-969.0,4.711
2.07,-1008.0,4.717
2.0705,-1043.0,4.727
2.071,-1082.0,4.734
2.0715,-1120.0,4.743
2.072,-1138.0,4.752
2.0725,-1126.0,4.76
2.073,-1148.0,4.767
2.0735,-1156.0,4.773
2.074,-1203.0,4.779
2.0745,-1234.0,4.781
2.075,-1270.0,4.784
2.0755,-1286.0,4.782
2.076,-1263.0,4.781
2.0765,-1209.0,4.776
2.077,-1126.0,4.77
2.0775,-1032.0,4.762
2.078,-916.0,4.752
2.0785,-793.0,4.743
2.079,-660.0,4.732
2.0795,-518.0,4.719
2.08,-361.0,4.708
2.0805,-204.0,4.699
2.081,-51.0,4.687
2.0815,96.0,4.679
2.082,253.0,4.673
2.0825,417.0,4.667
2.083,556.0,4.665
2.0835,618.0,4.664
2.084,674.0,4.666
2.0845,708.0,4.67
2.085,733.0,4.674
2.0855,730.0,4.682
2.086,729.0,4.69
2.0865,733.0,4.701
2.087,722.0,4.712
2.0875,699.0,4.723
2.088,653.0,4.736
2.0885,600.0,4.748
2.089,546.0,4.761
2.0895,477.0,4.772
2.09,410.0,4.782
2.0905,344.0,4.792
2.091,304.0,4.798
2.0915,239.0,4.804
2.092,165.0,4.807
2.0925,108.0,4.807
2.093,48.0,4.806
2.0935,14.0,4.801
2.094,6.0,4.795
2.0945,-16.0,4.787
2.095,-31.0,4.777
2.0955,-64.0,4.765
2.096,-108.0,4.752
2.0965,-189.0,4.738
2.097,-286.0,4.725
2.0975,-394.0,4.712
2.098,-486.0,4.7
2.0985,-554.0,4.688
2.099,-623.0,4.679
2.0995,-686.0,4.671
2.1,-738.0,4.665
2.1005,-780.0,4.662
2.101,-802.0,4.661
2.1015,-796.0,4.66
2.102,-778.0,4.662
2.1025,-734.0,4.667
2.103,-688.0,4.674
2.1035,-618.0,4.683
2.104,-562.0,4.692
2.1045,-506.0,4.701
2.105,-476.0,4.712
2.1055,-469.0,4.723
2.106,-455.0,4.734
2.1065,-452.0,4.744
2.107,-440.0,4.752
2.1075,-441.0,4.761
2.108,-457.0,4.768
2.1085,-476.0,4.772
2.109,-462.0,4.774
2.1095,-431.0,4.776
2.11,-401.0,4.775
2.1105,-377.0,4.772
2.111,-355.0,4.767
2.1115,-353.0,4.76
2.112,-356.0,4.752
2.1125,-336.0,4.745
2.113,-344.0,4.735
2.1135,-357.0,4.725
2.114,-376.0,4.715
2.1145,-401.0,4.705
2.115,-404.0,4.697
2.1155,-383.0,4.689
2.116,-320.0,4.683
2.1165,-216.0,4.678
2.117,-98.0,4.676
2.1175,32.0,4.674
2.118,123.0,4.674
2.1185,164.0,4.677
2.119,165.0,4.68
2.1195,133.0,4.685
2.12,120.0,4.691
2.1205,86.0,4.698
2.121,82.0,4.706
2.1215,102.0,4.715
2.122,146.0,4.722
2.1225,192.0,4.731
2.123,229.0,4.739
2.1235,268.0,4.746
2.124,290.0,4.752
2.1245,332.0,4.756
2.125,383.0,4.76
2.1255,408.0,4.761
2.126,428.0,4.761
2.1265,438.0,4.758
2.127,438.0,4.754
2.1275,424.0,4.748
2.128,428.0,4.741
2.1285,438.0,4.733
2.129,440.0,4.723
2.1295,450.0,4.713
2.13,454.0,4.704
2.1305,442.0,4.695
2.131,443.0,4.686
2.1315,427.0,4.679
2.132,434.0,4.671
2.1325,443.0,4.666
2.133,461.0,4.663
2.1335,476.0,4.661
2.134,461.0,4.661
2.1345,464.0,4.662
2.135,437.0,4.665
2.1355,444.0,4.669
2.136,424.0,4.673
2.1365,395.0,4.681
2.137,379.0,4.689
2.1375,386.0,4.697
2.138,397.0,4.705
2.1385,413.0,4.714
2.139,414.0,4.722
2.1395,441.0,4.73
2.14,473.0,4.738
2.1405,499.0,4.744
2.141,517.0,4.749
2.1415,517.0,4.752
2.142,513.0,4.754
2.1425,525.0,4.753
2.143,525.0,4.752
2.1435,519.0,4.748
2.144,515.0,4.743
2.1445,511.0,4.736
2.145,530.0,4.727
2.1455,516.0,4.717
2.146,461.0,4.706
2.1465,391.0,4.695
2.147,317.0,4.684
2.1475,254.0,4.673
2.148,184.0,4.662
2.1485,151.0,4.654
2.149,107.0,4.645
2.1495,63.0,4.64
2.15,10.0,4.636
2.1505,-43.0,4.634
2.151,-88.0,4.634
2.1515,-123.0,4.637
2.152,-149.0,4.641
2.1525,-195.0,4.649
2.153,-206.0,4.657
2.1535,-89.0,4.667
2.154,151.0,4.678
2.1545,390.0,4.691
2.155,538.0,4.704
2.1555,582.0,4.716
2.156,523.0,4.729
2.1565,397.0,4.74
2.157,218.0,4.752
2.1575,2.0,4.762
2.158,-223.0,4.768
2.1585,-438.0,4.775
2.159,-619.0,4.777
2.1595,-761.0,4.779
2.16,-865.0,4.777
2.1605,-934.0,4.774
2.161,-988.0,4.768
2.1615,-1022.0,4.76
2.162,-1041.0,4.751
2.1625,-1058.0,4.742
2.163,-1063.0,4.732
2.1635,-1083.0,4.721
2.164,-1086.0,4.711
2.1645,-1060.0,4.701
2.165,-1022.0,4.693
2.1655,-993.0,4.686
2.166,-931.0,4.682
2.1665,-861.0,4.679
2.167,-779.0,4.679
2.1675,-661.0,4.68
2.168,-569.0,4.684
2.1685,-497.0,4.689
2.169,-449.0,4.698
2.1695,-417.0,4.708
2.17,-459.0,4.719
2.1705,-527.0,4.731
2.171,-600.0,4.745
2.1715,-683.0,4.759
2.172,-746.0,4.774
2.1725,-782.0,4.787
2.173,-802.0,4.802
2.1735,-816.0,4.814
2.174,-826.0,4.824
2.1745,-810.0,4.835
2.175,-792.0,4.844
2.1755,-735.0,4.849
2.176,-676.0,4.852
2.1765,-596.0,4.854
2.177,-538.0,4.852
2.1775,-455.0,4.85
2.178,-374.0,4.845
2.1785,-270.0,4.838
2.179,-169.0,4.829
2.1795,-69.0,4.82
2.18,9.0,4.809
2.1805,83.0,4.798
2.181,164.0,4.787
2.1815,238.0,4.778
2.182,296.0,4.767
2.1825,347.0,4.759
2.183,391.0,4.752
2.1835,435.0,4.746
2.184,482.0,4.743
2.1845,520.0,4.74
2.185,569.0,4.74
2.1855,631.0,4.74
2.186,703.0,4.744
2.1865,747.0,4.746
2.187,770.0,4.752
2.1875,777.0,4.756
2.188,765.0,4.763
2.1885,736.0,4.77
2.189,695.0,4.776
2.1895,640.0,4.782
2.19,580.0,4.788
2.1905,505.0,4.792
2.191,436.0,4.795
2.1915,408.0,4.798
2.192,389.0,4.798
2.1925,409.0,4.798
2.193,444.0,4.794
2.1935,490.0,4.79
2.194,538.0,4.783
2.1945,593.0,4.776
2.195,683.0,4.768
2.1955,775.0,4.758
2.196,867.0,4.748
2.1965,947.0,4.737
2.197,1006.0,4.726
2.1975,1029.0,4.717
2.198,1050.0,4.708
2.1985,1072.0,4.701
2.199,1095.0,4.694
2.1995,1135.0,4.69
2.2,1137.0,4.688
2.2005,1128.0,4.687
2.201,1089.0,4.688
2.2015,1033.0,4.691
2.202,949.0,4.696
2.2025,824.0,4.702
2.203,679.0,4.709
2.2035,503.0,4.719
2.204,339.0,4.728
2.2045,183.0,4.738
2.205,73.0,4.749
2.2055,28.0,4.758
2.206,32.0,4.768
2.2065,74.0,4.776
2.207,109.0,4.786
2.2075,139.0,4.791
2.208,107.0,4.797
2.2085,43.0,4.799
2.209,-86.0,4.801
2.2095,-228.0,4.8
2.21,-379.0,4.797
2.2105,-508.0,4.792
2.211,-590.0,4.784
2.2115,-658.0,4.776
2.212,-692.0,4.767
2.2125,-680.0,4.758
2.213,-664.0,4.747
2.2135,-601.0,4.736
2.214,-538.0,4.726
2.2145,-444.0,4.716
2.215,-326.0,4.708
2.2155,-211.0,4.701
2.216,-110.0,4.696
2.2165,-50.0,4.695
2.217,6.0,4.693
2.2175,29.0,4.694
2.218,13.0,4.697
2.2185,-21.0,4.703
2.219,-34.0,4.71
2.2195,-41.0,4.719
2.22,-3.0,4.728
2.2205,54.0,4.739
2.221,99.0,4.75
2.2215,146.0,4.762
2.222,169.0,4.775
2.2225,203.0,4.787
2.223,212.0,4.797
2.2235,230.0,4.808
2.224,240.0,4.817
2.2245,269.0,4.824
2.225,319.0,4.828
2.2255,373.0,4.831
2.226,449.0,4.832
2.2265,517.0,4.83
2.227,594.0,4.826
2.2275,643.0,4.82
2.228,658.0,4.813
2.2285,639.0,4.805
2.229,591.0,4.794
2.2295,551.0,4.785
2.23,495.0,4.773
2.2305,441.0,4.762
2.231,399.0,4.753
2.2315,357.0,4.742
2.232,328.0,4.735
2.2325,295.0,4.729
2.233,265.0,4.725
2.2335,231.0,4.723
2.234,182.0,4.722
2.2345,143.0,4.723
2.235,92.0,4.726
2.2355,38.0,4.731
2.236,-11.0,4.738
2.2365,-72.0,4.745
2.237,-146.0,4.754
2.2375,-246.0,4.763
2.238,-351.0,4.774
2.2385,-456.0,4.784
2.239,-569.0,4.794
2.2395,-676.0,4.803
2.24,-762.0,4.811
2.2405,-843.0,4.819
2.241,-907.0,4.825
2.2415,-962.0,4.828
2.242,-1018.0,4.83
2.2425,-1044.0,4.83
2.243,-1069.0,4.828
2.2435,-1068.0,4.824
2.244,-1071.0,4.819
2.2445,-1086.0,4.81
2.245,-1099.0,4.803
2.2455,-1151.0,4.792
2.246,-1226.0,4.781
2.2465,-1292.0,4.771
2.247,-1342.0,4.76
2.2475,-1367.0,4.75
2.248,-1330.0,4.74
2.2485,-1243.0,4.732
2.249,-1147.0,4.726
2.2495,-1019.0,4.722
2.25,-920.0,4.719
2.2505,-804.0,4.719
2.251,-677.0,4.72
2.2515,-518.0,4.723
2.252,-354.0,4.728
2.2525,-191.0,4.736
2.253,-51.0,4.745
2.2535,35.0,4.755
2.254,104.0,4.766
2.2545,153.0,4.776
2.255,199.0,4.788
2.2555,242.0,4.8
2.256,304.0,4.811
2.2565,378.0,4.822
2.257,454.0,4.832
2.2575,530.0,4.84
2.258,591.0,4.847
2.2585,630.0,4.852
2.259,725.0,4.855
2.2595,864.0,4.856
2.26,1024.0,4.854
2.2605,1137.0,4.851
2.261,1183.0,4.844
2.2615,1146.0,4.838
2.262,1056.0,4.828
2.2625,931.0,4.818
2.263,776.0,4.807
2.2635,580.0,4.796
2.264,370.0,4.784
2.2645,177.0,4.775
2.265,-8.0,4.764
2.2655,-154.0,4.756
2.266,-273.0,4.749
2.2665,-360.0,4.743
2.267,-443.0,4.739
2.2675,-507.0,4.738
2.268,-553.0,4.738
2.2685,-588.0,4.741
2.269,-606.0,4.745
2.2695,-610.0,4.751
2.27,-608.0,4.757
2.2705,-615.0,4.766
2.271,-639.0,4.775
2.2715,-663.0,4.784
2.272,-698.0,4.795
2.2725,-695.0,4.805
2.273,-706.0,4.813
2.2735,-728.0,4.821
2.274,-758.0,4.829
2.2745,-787.0,4.836
2.275,-850.0,4.841
2.2755,-918.0,4.842
2.276,-998.0,4.844
2.2765,-1055.0,4.843
2.277,-1093.0,4.839
2.2775,-1128.0,4.835
2.278,-1144.0,4.828
2.2785,-1176.0,4.82
2.279,-1164.0,4.811
2.2795,-1180.0,4.801
2.28,-1171.0,4.792
2.2805,-1139.0,4.782
2.281,-1079.0,4.772
2.2815,-994.0,4.764
2.282,-905.0,4.757
2.2825,-810.0,4.752
2.283,-698.0,4.748
2.2835,-589.0,4.745
2.284,-474.0,4.745
2.2845,-360.0,4.747
2.285,-247.0,4.75
2.2855,-113.0,4.755
2.286,47.0,4.762
2.2865,200.0,4.77
2.287,361.0,4.778
2.2875,537.0,4.788
2.288,751.0,4.798
2.2885,989.0,4.807
2.289,1240.0,4.817
2.2895,1450.0,4.827
2.29,1587.0,4.835
2.2905,1659.0,4.841
2.291,1675.0,4.847
2.2915,1685.0,4.849
2.292,1694.0,4.851
2.2925,1724.0,4.85
2.293,1733.0,4.847
2.2935,1745.0,4.842
2.294,1729.0,4.835
2.2945,1690.0,4.825
2.295,1635.0,4.815
2.2955,1552.0,4.803
2.296,1464.0,4.791
2.2965,1368.0,4.778
2.297,1279.0,4.766
2.2975,1216.0,4.753
2.298,1171.0,4.742
2.2985,1140.0,4.731
2.299,1099.0,4.724
2.2995,1034.0,4.717
2.3,951.0,4.712
2.3005,857.0,4.709
2.301,759.0,4.708
2.3015,672.0,4.711
2.302,582.0,4.714
2.3025,517.0,4.719
2.303,465.0,4.728
2.3035,414.0,4.737
2.304,326.0,4.746
2.3045,248.0,4.757
2.305,166.0,4.769
2.3055,81.0,4.781
2.306,18.0,4.793
2.3065,23.0,4.804
2.307,122.0,4.814
2.3075,259.0,4.823
2.308,375.0,4.832
2.3085,466.0,4.838
2.309,511.0,4.842
2.3095,522.0,4.845
2.31,468.0,4.845
2.3105,391.0,4.843
2.311,271.0,4.839
2.3115,119.0,4.833
2.312,-39.0,4.826
2.3125,-197.0,4.818
2.313,-332.0,4.809
2.3135,-459.0,4.799
2.314,-573.0,4.79
2.3145,-676.0,4.781
2.315,-753.0,4.773
2.3155,-804.0,4.766
2.316,-836.0,4.759
2.3165,-825.0,4.753
2.317,-775.0,4.751
2.3175,-702.0,4.75
2.318,-622.0,4.75
2.3185,-522.0,4.751
2.319,-429.0,4.755
2.3195,-328.0,4.761
2.32,-195.0,4.765
2.3205,-84.0,4.774
2.321,23.0,4.781
2.3215,103.0,4.789
2.322,142.0,4.797
2.3225,175.0,4.807
2.323,211.0,4.815
2.3235,259.0,4.823
2.324,295.0,4.829
2.3245,350.0,4.835
2.325,409.0,4.838
2.3255,504.0,4.839
2.326,605.0,4.84
2.3265,693.0,4.837
2.327,779.0,4.834
2.3275,843.0,4.828
2.328,907.0,4.822
2.3285,989.0,4.814
2.329,1147.0,4.805
2.3295,1347.0,4.795
2.33,1592.0,4.786
2.3305,1796.0,4.776
2.331,1884.0,4.767
2.3315,1855.0,4.759
2.332,1676.0,4.752
2.3325,1372.0,4.746
2.333,997.0,4.742
2.3335,595.0,4.739
2.334,198.0,4.738
2.3345,-142.0,4.738
2.335,-424.0,4.741
2.3355,-625.0,4.744
2.336,-783.0,4.749
2.3365,-866.0,4.756
2.337,-896.0,4.763
2.3375,-891.0,4.77
2.338,-848.0,4.778
2.3385,-792.0,4.785
2.339,-767.0,4.793
2.3395,-753.0,4.801
2.34,-764.0,4.807
2.3405,-797.0,4.813
2.341,-837.0,4.817
2.3415,-877.0,4.819
2.342,-917.0,4.82
2.3425,-990.0,4.818
2.343,-1059.0,4.816
2.3435,-1110.0,4.81
2.344,-1163.0,4.802
2.3445,-1237.0,4.793
2.345,-1333.0,4.783
2.3455,-1460.0,4.77
2.346,-1583.0,4.758
2.3465,-1730.0,4.745
2.347,-1860.0,4.732
2.3475,-1961.0,4.719
2.348,-2065.0,4.706
2.3485,-2147.0,4.695
2.349,-2194.0,4.685
2.3495,-2209.0,4.677
2.35,-2177.0,4.672
2.3505,-2139.0,4.667
2.351,-2071.0,4.666
2.3515,-1978.0,4.667
2.352,-1893.0,4.671
2.3525,-1795.0,4.677
2.353,-1695.0,4.685
2.3535,-1579.0,4.695
2.354,-1445.0,4.707
2.3545,-1301.0,4.721
2.355,-1143.0,4.736
2.3555,-998.0,4.751
2.356,-852.0,4.767
2.3565,-684.0,4.785
2.357,-536.0,4.8
2.3575,-385.0,4.814
2.358,-273.0,4.827
2.3585,-160.0,4.839
2.359,-59.0,4.848
2.3595,25.0,4.856
2.36,98.0,4.86
2.3605,153.0,4.863
2.361,211.0,4.864
2.3615,229.0,4.862
2.362,274.0,4.859
2.3625,308.0,4.854
2.363,370.0,4.848
2.3635,446.0,4.84
2.364,537.0,4.834
2.3645,639.0,4.828
2.365,697.0,4.821
2.3655,746.0,4.816
2.366,776.0,4.81
2.3665,804.0,4.807
2.367,810.0,4.804
2.3675,793.0,4.803
2.368,776.0,4.803
